text,toxic,spam,hate_speech,source
Nghe anh kể ghê quá tối không dám đi wc luôn :)),0,0,0,vihsd
Tutu hoy mấy man,0,0,0,vihsd
Ánh sáng của Đảng đã soi sáng trần dần,0,0,0,vihsd
"Công ty có đúng 1 thành viên bởi zậy ko cắt giảm là đúng rồi, vừa là CEO vừa làm mẫu vừa đi ship hàng luôn mà =))",0,0,0,vihsd
Ae phú thọ k.phải lo,0,0,0,vihsd
chao quoc sưTRÂN DÂN chut quôc sư sưt khoe doi dao va sông lâu trăm tuôi.,0,0,0,vihsd
From Mixi with love ❤️💪🏿,0,0,0,vihsd
Nhin mat la biet Đai Du roi...chư đai gia noi j...vang da thi có..no wa pd oi,1,0,0,vihsd
A già tộc trưởng hết thời rồi,0,0,0,vihsd
Phải chi ma cô có thể tạo ra nhóm nào đó ủng hộ quyên góp cho những người có ước mơ chuyển giới để đi chuyển giới,0,0,0,vihsd
Vay nằm vay lốn :),0,0,0,vihsd
"Xin cầu chúc cho ông thật nhiều sức khoẻ. Mong chờ ngày ông trở về quê hương. Nói thật lòng từ trước đến nay theo dõi ông chỉ thấy thương chứ không thấy ghét. Dù những phát biểu của ông trước đây có quá đà nhưng vẫn không thấy hại gì,chỉ thấy vui vui. Hãy giữ gìn sức khoẻ thật tốt ông nhé. Cảm ơn nhà báo Vũ Hoàng Lân đã làm chương trình về ông. Chúc nhà báo sức khoẻ.",0,0,0,vihsd
vẫn cứ là ok anh oii,0,0,0,vihsd
Thích Bị Hôn,0,0,0,vihsd
Cay quá b52 ơi,0,0,0,vihsd
Ai có video cho xin với ạ,0,0,0,vihsd
Thằng nào mạnh chẳng muốn ăn thằng khác. VN lúc có quân đội mạnh tí nữa thì nuốt đc thằng Cam kìa :)),1,0,1,vihsd
Quý zị thấy dần tiều tuỵ không,0,0,0,vihsd
Công nhận edit xong coi vui hơn.,0,0,0,vihsd
Hay quá . Trk toan thức để xem a độ like trym . Jo đi lm chả có tg nhưng nghe dk bai rap lại nhớ . Lúc nao xung dk vui khi xem a like . Chúc a thành công hơn nhé . I love bộ tộc mixi 😂😂😂,0,0,0,vihsd
Là mình làm ảnh đây,0,0,0,vihsd
Hướng Dương trước đây là ông khác . nhưng làm thật bại . sau đó tim cook mới về và ra iphone 4 thì apple mới lên đỉnh như giờ .,0,0,0,vihsd
Hello cả nhà,0,0,0,vihsd
Người ta yêu nhau chân thành là đủ rồi ❤️ đâu cần quan tâm đến ngoài lề 🙂,0,0,0,vihsd
Xin link balo bama thầy ba quảng cáo :v,0,0,0,vihsd
Bọn này bắt trend sau tao 20 năm 😒,0,0,0,vihsd
Lương Văn Thắng 😄😄mình thấy không hay thì mình ấn dlike,0,0,0,vihsd
Phạm AnhQuân vũ trụ văn hóa :)),0,0,0,vihsd
"thì nó cũng lớn rồi đi đạp xe cùng lũ bạn có gì sai, ko lẽ là ba mẹ thì lúc nào cũng phải kè kè bên nó cho đến khi 18 tuổi, bố mẹ nó phải đi kiếm tiền nuôi nó chứ, không lẽ bạn có con cứ nhốt nó ở nhà 24/7 ra đường là bạn đi theo nó, có lẽ bọn bạn bè n",0,0,0,vihsd
"Đức Dũng mày cứ liệu hồn nhá, giờ dễ đi tù lắm đấy :v",0,0,0,vihsd
để tối bay về sg rồi đi liền,0,0,0,vihsd
Ad méo biết thì thôi. Tầm nhìn nhà cơm sườn nó phải 1000 năm nữa mới thấy cơ,1,0,1,vihsd
"Không ""phải"" đi cũng vui mà anh :3 tụi em là có stream đêt coi . Dù sao vẫn luôn ủng hộ anh và cả team",0,0,0,vihsd
Nhật Trường giận bay màu😃,0,0,0,vihsd
Cổng thì xấu vcc ra,1,0,0,vihsd
Chirodo Nguyễn quái vật ý k phải cá mập,0,0,0,vihsd
Tưởng tượng đây là miếng thịt trâu gác bếp :))ăn thấy ngon hơn hẳn 🤣,0,0,0,vihsd
Linh Chi nhạc của Jack trước giờ luôn có đặc thù như vậy nghe lần 1 chưa hề qua lần 2 lần 3 mới thấy oke duyệt ❤,0,0,0,vihsd
Cứng,0,0,0,vihsd
Hahahaha! Jesus!,0,0,0,vihsd
Trần Huỳnh Như hổng mượn,0,0,0,vihsd
Cô dễ thương xỉu,0,0,0,vihsd
Nghe như cặv,1,0,0,vihsd
T vào đọc cmt chúng mày buồn cười chết mẹ =)))),0,0,0,vihsd
Anh Quang be like 😔,0,0,0,vihsd
Đản Đản thứ nl hông,1,0,1,vihsd
Thẻ hành nghề,0,0,0,vihsd
Vẫn chưa hình dung hết con quái vật :)),0,0,0,vihsd
Hoàng Đức Tú đc k à,0,0,0,vihsd
Nguyễn Thị Bích Nhu Đú trend nè chị ơi. Trend này hợp với m.,0,0,0,vihsd
Thế bảo sao dân k chịu quyên góp cho nhà nước là thế. Gửi cho phan anh là điều tất nhiên xảy ra thôi,0,0,0,vihsd
Lên đó mà liệu một cái thì....🤣,0,0,0,vihsd
"Đúng rồi, giáo sư tiến sĩ thì làm việc trên giấy, công trình nghiên cứu thì xếp kho lấy tiền nghiên cứu.",0,0,0,vihsd
Nguyen Ngoc Luu Lyhaha nói đúng suy nghĩ của e 🤣,0,0,0,vihsd
Trần Sang bẩn cả fan cứng,1,0,1,vihsd
Do Dat xó nào cũng có mặt anh 🙄,0,0,0,vihsd
"Như đã hứa, Thầy công bố danh sách người trúng GA hôm qua nhé!",0,0,0,vihsd
den chiu,0,0,0,vihsd
Đạt Tiến mé cái bụi cây khó phát hiện ha :))),0,0,0,vihsd
Con gà phải để cho abe,0,0,0,vihsd
Ơ tuổi thơ của clear:)),0,0,0,vihsd
Phước của nhân dân.,0,0,0,vihsd
Lấy cây đơm luôn đi abe,0,0,0,vihsd
Rất đẹp trai,0,0,0,vihsd
VN mang nặng ơn nước Mỹ đã rộng vòng tay chứa chấp đám thần kinh này.,0,0,0,vihsd
Thật ra trên báo có đăng nghiên cứu nè. Bên y tế nghiên cứu chưa cho thấy kết quả rằng corona lây qua đường máu nè.,0,0,0,vihsd
Dzui dzẻ 0 quạo,0,0,0,vihsd
"hello Homies , hahaha Minh Vương",0,0,0,vihsd
@Dolce Minh cho zalo,0,0,0,vihsd
chúc nsnd của chúng ta luôn khỏe mạnh :)),0,0,0,vihsd
Năm mới zui zẻ nha mọi ngườii ❤️,0,0,0,vihsd
Nguyễn Thị Luận Ninh Bình cũng thế,0,0,0,vihsd
Còn cây kéo đâu a :3,0,0,0,vihsd
dỗi thực sự (((,0,0,0,vihsd
PhoBolsaTV bác lân cho em xin Facebook của Bác Dần đi...,0,0,0,vihsd
Chị còn có người cho lại còn e bị giực luôn mấy người sắp chết luôn tiền đâu mà bù vô,0,0,0,vihsd
:)))))),0,0,0,vihsd
con linh này nói tục ko có duyên đồ mất nết 😎,1,0,1,vihsd
Hồng Hiền Z ó em,0,0,0,vihsd
Anthony Mark tiên nguyễn :))),0,0,0,vihsd
Gửi ông anh,0,0,0,vihsd
"Chị ba nói đúng rồi. Chị ba bán nước cầu vinh. Đời ông cố nội thằng cha chị ba, tham sống sợ chết đầu hàng giặt",1,0,1,vihsd
Nguyễn Thịnh quá đáng,0,0,0,vihsd
Ở 1 diễn biến khác Ngân 98 đã tránh dịch thành công,0,0,0,vihsd
Đai Loan k bị dịch sau,0,0,0,vihsd
"Cho hỏi ngu chút nha mn, cô là người thuộc LGBT hay là sao ạ?",0,0,0,vihsd
Em thử tranh luận chính trị với đám cầu thủ đỏ đó... sẽ thấy tụi nó chửi em ko khác gì bọn bò đỏ nhé,1,0,1,vihsd
con chó phải không,0,0,0,vihsd
Chuẩn bị xoá kênh nhe thầy.,0,0,0,vihsd
Khánh Ly cánh hoa nghe thôi đã thấy văn minh rồi ai nói bậy dí cánh hoa dô mặt,0,0,0,vihsd
Nghe đã tai dễ sợ luôn á,0,0,0,vihsd
Buồn cho thầy,0,0,0,vihsd
"Nói thầy ngáo thì mấy đứa nó lại tự ái , híc",0,0,0,vihsd
😤 không biết dùng từ ngữ gì để mô tả mấy con người này.,0,0,0,vihsd
"Viết thì ai mà ko viết được,trừ người ko biết chữ.đây biết là lời của ai 😂😂😂",0,0,0,vihsd
Có tiền rồi nói gì cũng chuẩn chị ạ :)),1,0,0,vihsd
Từ hôm có dịch thấy người nước ngoài về vn nhiều hơn.du lịch nb thấy toàn tây k.lo lắng quá,0,0,0,vihsd
Bố láo là chính sách phải tuân theo của các Đảng viên Đcs !,1,0,1,vihsd
Sống chậm thôi chúng mày,0,0,0,vihsd
Thật là một cảnh trò mèo,0,0,0,vihsd
Bác có face của tiên tri ko . HAI VỤ 😁,0,0,0,vihsd
Giống như tú cho abe blu,0,0,0,vihsd
Lại chuẩn bị trốn mấy bữa,0,0,0,vihsd
Xa tít đằng xa tít đằng xa,0,0,0,vihsd
Tối nay khả năng cao anh độ ngủ ngoài đường 🙂,0,0,0,vihsd
Phan Xuân Trường đg hóng hiha,0,0,0,vihsd
Lạnh rồi nhớ mắc ấm nhé các bạn,0,0,0,vihsd
Được anh ơi 🤣🤣🤣🤣,0,0,0,vihsd
Bà này bã chữi gớm giết thiẹt tôi ko ngờ bã là người miền tây luôn xấu hổ,1,0,1,vihsd
vcl đấy,1,0,0,vihsd
Mặt quần biết khùng,1,0,0,vihsd
“Cháu ngoan” boác Hù đây!,1,0,1,vihsd
Vỗ tay vỗ tay :))),0,0,0,vihsd
Toang,0,0,0,vihsd
Đám còn lại vô tù với nhỏ đó be like,0,0,0,vihsd
Hơi giống,0,0,0,vihsd
tị tào lao,1,0,0,vihsd
Thật nực cười sai phạm tày trời vẩn leo cao đến chóp bu chỉ đến khi muốn hạ bệ nhau thì tội trạng mới đc lôi ra xử lý . Thiệt hại cho ND hàng bao ngàn tỉ rồi lại chỉ cảnh cáo cắt chức về vườn an toàn thế là xong .!!! Chế độ này chúng chỉ nhân đạo với bọn q chức cs ...???,1,0,1,vihsd
Lê Ngọc Ánh hấp dẫn vãi nhái,0,0,0,vihsd
😁👍♥️🇻🇳,0,0,0,vihsd
Tạ Phúc hồng nhan có cần thằng khánh đâu mà vẫn hay đấy thôi. Bài này là a thử sức vs dòng nhạc mới nè bannj,0,0,0,vihsd
Mi Uri bịt bọc cẩn thận nha mậy.,0,0,0,vihsd
Lan Hoa Tùng có dùng acc clone đi cmt đâu...,0,0,0,vihsd
:>>>>>> taocutaodiia :)))) nghiệp quá cô 3 ư :>>,1,0,1,vihsd
Gờ đa gông =))),0,0,0,vihsd
😆😆😆😆,0,0,0,vihsd
Mé:))) vl NSND 😂,0,0,0,vihsd
"Thím ad tập hợp lực lượng thức tỉnh cho dân đi, chúng iem đang mong chờ ad từng ngày =))",0,0,0,vihsd
Chị Ba quốc dân🤣,0,0,0,vihsd
Hóng 😀,0,0,0,vihsd
Vy Ly Nhìn dô hong biết cái lồn luôn á bé,0,0,0,vihsd
Lữ Văn Thánh ông trẩu vc,1,0,1,vihsd
Nguyễn Hiếu m là con nuôi à hay sao mà biết hay thế,0,0,0,vihsd
nhiều người k có khiếu hài hước nhỉ ~~,0,0,0,vihsd
Con mắt liếc ông Tuân thấy cưng ghê chời kaka,0,0,0,vihsd
Cố lên a3. SBTC vô đối,0,0,0,vihsd
Ui anh em sống chậm thoi,0,0,0,vihsd
Hoàng Thiện :)) Quan trọng là sợ dịch bùng lên. Y tế Việt Nam k lo kịp thôi b,0,0,0,vihsd
Apple không có gì ngoài tiền...!,0,0,0,vihsd
yêu ghê trời ơi❤❤,0,0,0,vihsd
Viết Phúc thấy đâu cũng bl nhg chưa thấy nên fan cứng nhỉ 🤣🤣🤣,0,0,0,vihsd
Loại mà ns k nghe như ri thì ... Nguyễn Địnhn,0,0,0,vihsd
Thanh Trẻ Trâu đm :)))),0,0,0,vihsd
không dương tính với COvid nhưng dương tính với ma túy à =)),0,0,0,vihsd
Tấu hai bonsa phát sóng,0,0,0,vihsd
Hello chi,0,0,0,vihsd
Thằng ad ngu sao ko chửi nữa đi . Để mọi người biết mày ngu,1,0,1,vihsd
Các bạn cứ yên tâm nếu yêu đảng thì cứ đợi chờ đảng sẽ giải quyết...tui yêu đảng nha đang đợi giải quyết coi sao nè,0,0,0,vihsd
😥,0,0,0,vihsd
bó tay,0,0,0,vihsd
Lệ xồn...=]],1,0,0,vihsd
Hnm,0,0,0,vihsd
"Mấy tk nhiều tiền có khác,lúc nào cũng dị và khác ng😄",1,0,1,vihsd
Phan Nguyễn Hoàng Trinh nó giống như kiểu ngộ sát vs cố ý sát hại í,0,0,0,vihsd
Chúc a dộ năm mơdi vv,0,0,0,vihsd
The Shy Sa Đéc,0,0,0,vihsd
@Mood Music bạn nói dị Là bạn xạo lồn,1,0,1,vihsd
Sao chi khong chui di,0,0,0,vihsd
Nhin chi dep wa vay ne,0,0,0,vihsd
Quá tuyệt vời,0,0,0,vihsd
Chị 3 có khuôn mặt của anh ba khía,0,0,0,vihsd
hợp lí a ơi,0,0,0,vihsd
"Mặc dù có thể cô không biết, nhưng cô đã vận dụng rất tốt luật hấp dẫn.",0,0,0,vihsd
Đình Quang ok,0,0,0,vihsd
"Cái gian hàng trong tổ hợp nhà ga chứ đéo phải cả nhà ga nhá :v ngu vừa thôi,ngu hết cả phần thiên hạ",1,0,0,vihsd
Bú bình như tao có phải tốt hơn ko!,0,0,0,vihsd
đến xin lỗi mà cũng ko đúng người ..! .xin lỗi mấy anh giao thông chi ?,0,0,0,vihsd
"Được biết, phần lớn những loại nước hoa rẻ tiền này đều là nước hoa giả. Trao đổi với VOV về vấn đề này, Bác sĩ Đỗ Văn Khoát, khoa Da liễu, Viện 108 cho biết: “Những người có làn da nhạy cảm hay mắc các bệnh về đường hô hấp như hen, viêm xoang... phải thật thận trọng khi sử dụng mỹ phẩm hay nước hoa có nguồn gốc không rõ ràng. Nếu xảy ra dị ứng hay có triệu chứng khác thường thì phải đến bệnh viện khám và chữa trị kịp thời”. Người dị ứng nước hoa thường có các biểu hiện như thấy ngứa, cảm giác khó chịu xảy ra ngay tức thì hoặc sau vài giờ hay muộn hơn. Khi phản ứng dị ứng nặng có thể phù nề, nổi mụn nước, bọng nước.",0,0,0,vihsd
"Hiến máu phải chờ xét nghiệm có kqua rồi mới đưa máu vào sử dụng. Đất nước văn minh, giống loài thượng đẳng đấy các bạn ạ 😢😢",1,0,0,vihsd
Kể cũng lạ k có biển lập ra hẳn bộ hàng hải làm gì trong khi VN nhiều biển thế mới có cục hàng hải,0,0,0,vihsd
nổi do 1 phần của nhóm G5R squad,0,0,0,vihsd
"Lũ CS đúng là một lũ súc sinh ác độc hơn lũ ngạ quỹ, một lũ người khg có chút nhân tính, quá tàn độc khg biết phải dùng từ gì đễ mô tả cho lũ này! Bất luận thế nào thì cũng có ngày bọn súc vật này cũng phãi đền tội và kết thúc trong đau đớn hơn nhửng gì mà bọn mọi rợ này đả gây ra trong một ngày gần đây....",1,0,1,vihsd
"Tình yêu là khi bạn yêu 1 người thật lòng thì bạn sẽ yêu luôn cả vợ và con anh ấy, mù quán vcl 🤣",1,0,0,vihsd
Sợ quá ABe ơi,0,0,0,vihsd
ok a ui,0,0,0,vihsd
Rõ là ad hi vọng điều đó ko bao giờ xảy ra,0,0,0,vihsd
Nguyễn Đức Ánh lại thêm thằng ngu thíc sủa bậy..,1,0,1,vihsd
Ông trần dần còn sống là t vui r,0,0,0,vihsd
ko cái dại nào bằng cái dại nào :((,0,0,0,vihsd
"Mấy a 3/ bên đó mà dính bệnh xác định chết cmnl vì méo thể dc ưu tiên ,dân chả nó còn chết huống hồ gì dân ăn bám",1,0,1,vihsd
Huy Le bún riêu á cậu haha,0,0,0,vihsd
Chị nc có duyên quá chòi kaka,0,0,0,vihsd
chịu giồi :)))),0,0,0,vihsd
Vừa lòng tao lắm haha đáng đời trần đoàn,0,0,0,vihsd
Quả giọng truyền cảm vl anh tôi =))))),0,0,0,vihsd
Sao chị đẹp quá vay,0,0,0,vihsd
"Ở nhà giúp mẹ giúp cha , cực kì thuyết phục mã cha chúng mày",1,0,1,vihsd
Chi hieu nhin kg ai biet chi bong dau chi qua dep,0,0,0,vihsd
Tuyet Bui Thi sợ qá c nhỉ.,0,0,0,vihsd
🤔 lần thứ *n* độ nói câu này.,0,0,0,vihsd
Phương Thảo :)) gkee,0,0,0,vihsd
Tuyên Tuyên hủy lịch ăn nhậu đi xem phim nè mài,0,0,0,vihsd
Những pha xấy vào mắt người xem và những pha xử lý kéo chuột gìm tâm phải nói là...châtsss,0,0,0,vihsd
Thôi dmm khỏi làm đi. Để dân bọn tao đi ô tô khách cũng dc.,1,0,0,vihsd
"Mấy đứa Share cho bạn bè nghe ""Giọng ca Vàng trong Làng Cover"" nha 😎😎😎",0,0,0,vihsd
"An Vo,Hồng Hảo 🤣",0,0,0,vihsd
Luyen Tran y/c đat nước đang yên ổn Anh cọp đừng về,0,0,0,vihsd
Loai ngu dốt ko bt. Huc la zi ! Lam mất hết an tuong người phụ nữ việt nam ! Ko tha thứ được!,1,0,0,vihsd
Dung sl nữa bà 3 ôi,1,0,1,vihsd
Cầu giấy có gần Bắc Ninh ko:(,0,0,0,vihsd
Tất cả phải nhờ vào cái iq của nó cao :v,0,0,0,vihsd
mình thắng thì gáy kiểu gì cũng được hết,0,0,0,vihsd
Rồi thầy ơi,0,0,0,vihsd
Ăn cực chờ không,1,0,0,vihsd
Chết với em =)))),0,0,0,vihsd
Tú ơi cứu abeeeeee,0,0,0,vihsd
Muốn phân biệt cug dễ thôi,0,0,0,vihsd
Nguyễn Bá Quang vào xem cmt ko vui như trk đkm cno óc chó vl,1,0,1,vihsd
Trần Dần chào hỏi trân trọng quá!  Tự PR hay quá!,0,0,0,vihsd
Dơ hai tay lên 😎,0,0,0,vihsd
Zalo 0978781847,0,0,0,vihsd
Vùng đất thú cưng chưa có nút bạc ăn tết thầy ơi :((,0,0,0,vihsd
Sống chậm thôi là cái gì vậy ???,0,0,0,vihsd
Lê Văn Quật xin vid ông,0,0,0,vihsd
Tuấn Kiệt,0,0,0,vihsd
Trời vl nhiều 1,0,0,0,vihsd
Đánh nhà cho a :)),0,0,0,vihsd
May hong biet nhuc ma may con lay chim nua nhuc qua.....,1,0,1,vihsd
Bén như cái chén :v,0,0,0,vihsd
Lên xe đi,0,0,0,vihsd
Nói ng ta đã ròi nói em honk có nói :)),0,0,0,vihsd
Ông  Dần là  chiến  hữu của  Đào Minh Quân và  Li Sa Phạm...,0,0,0,vihsd
"Làng này là căng đét, tộc này là chất lừ :))))",0,0,0,vihsd
Nói mà không so sánh thì khó. Nhưng không có kATM nhạc nó k bắt tai cho lắm. Dù sao cũng ủng hộ 1view và 1disslike. Thôi tao đi hóng tin của Sếp đã,0,0,0,vihsd
Vẫn chưa què bằng nhân cách của anh🙂,1,0,1,vihsd
Lâu lâu thấy anh phát biểu 1 câu hay vậy,0,0,0,vihsd
Hôm nay mình bỏ liêm xỉ ra xin 1 kile avt ạ !!,0,0,0,vihsd
Con đỷ mẹ mày con chó,1,0,1,vihsd
Lương Phú hỏi chị nhung í anh😂,0,0,0,vihsd
Yêu chẳng biết được lâu không mà bảo cưới :((,0,0,0,vihsd
Ae có ảnh gốc k cho mình xin với,0,0,0,vihsd
Trả lại anh Độ ngày xưa đây :))),0,0,0,vihsd
tìm hiểu thông tin ông này!,0,0,0,vihsd
Hài ...!!,0,0,0,vihsd
QuynhAnh DT nên t cũng đứng lên luôn á :))),0,0,0,vihsd
Cac ban thay kg con nay kg bao gio xin loi that long no lai chui nua thay kg cac ban vay thi cac ban co tin va tha thu cho no duoc kg,0,0,0,vihsd
1 câu muôn thuở,0,0,0,vihsd
D' Đức d hiểu nhìn cái hình là cừ ỉa,1,0,0,vihsd
Quảng ngãi vẫn chưa cho học sinh THPT nghỉ,0,0,0,vihsd
Lối chơi của Arsenal sẽ cực kỳ nguy hiểm,0,0,0,vihsd
Thời gian có đợi thằng nào đâu,0,0,0,vihsd
bản tin nóng ngày hôm nay : việt nam sẽ trở thành siêu quốc gia trong 10 năm nữa!,0,0,0,vihsd
Ôi giời ơi giọng nói đi vào lòng người quá anh mình ơi =))),0,0,0,vihsd
Đẹp trai như thầy thì đ có ai mua ?,1,0,0,vihsd
Chị chửi là để cứu nhân độ thế 😂,0,0,0,vihsd
cảm giác như kiểu cái lồn cx đi kể cho con bạn nó :)) bỏ thì lại kêu :),1,0,0,vihsd
chăm chỉ cmt để giữ fan cứng. mà ảnh ngầu thặc sự-.-,0,0,0,vihsd
98 mà nhìn như cô mình vậy 😂,0,0,0,vihsd
Čò ßé hahaa,0,0,0,vihsd
đm thầy🙂,1,0,1,vihsd
Haiz,0,0,0,vihsd
Thằng nidalee,0,0,0,vihsd
Stop chem' gio' di chu Tran Dan oi ?,1,0,1,vihsd
Chi chủ hay lắm đó chị em yêu chỉ,0,0,0,vihsd
Puca Nguyễn a có nên mặc style này 🤣,0,0,0,vihsd
Tự kỉ luôn này,0,0,0,vihsd
Phương Noble's hóng =)))),0,0,0,vihsd
"Nếu tính trên cả nước thì phải lên cả nghìn tỷ.. rồi bao nhiêu hàng quán phải đóng cửa, học sinh nghỉ học ko biết đến bao giờ, xáo trộn cả 1 nền kinh tế..chán chả buồn nói.",0,0,0,vihsd
Ai muốn video ib mình gửi nha 😊,0,0,0,vihsd
Mẹ ơi. Con là đứa con bị thất lạc của mẹ 18 về trước... Còn căn nhà nào bỏ trống ko mẹ,0,0,0,vihsd
Bảo My add cái coi😒,0,0,0,vihsd
Du k con bo me thi cung phai song cho bo me o suoi vang dc yen chu bo me sinh con ra ai muon con an noi nhu vay.,0,0,0,vihsd
Chơi fb đi con chó để ng dân thấy bản mặt thật của mày thằng chó,1,0,1,vihsd
coi chừng tao xả hàng cuối năm,0,0,0,vihsd
Cái chế độ vc này bàn tay nhuốm máu không biết bao nhiêu người tù vụ cải cách ruộng đất cả trăm ngàn người chết đến vụ học tập cải tạo thêm cả trăm ngàn người chết!,1,0,1,vihsd
"Thắc mắc, trong khuôn viên? Vậy xe kia nằm đó là trong hay ngoài - cần cái dẫn chứng? Thứ 2, nguyên thủ QG vào thì sao? có đc chở vào trong ko? Vì đây là nhà ga, còn sân bay cũng cấm mình thấy đoàn xe nguyên thủ QG hay tiếp đón cũng chạy tới nơi máy b",0,0,0,vihsd
Hoag sa truog sa la kua trug quoc rui ma,1,0,1,vihsd
Bình Thị Thanh Nguyễn sờ tai quần què gì vậy :vv,1,0,0,vihsd
Bảo Tín ngất. Con đấy đã khiếp lắm r còn con này nữa thì biển đà nẵng k dám đi,0,0,0,vihsd
một minh chứng cho việc mua quan bán chức ! chức cao không phải vì tài chức cao vì bởi thằng này nó ngoan !,1,0,1,vihsd
Lê Hồng Quang hôm qua nghe nói nay off stream,0,0,0,vihsd
Con này hết thuốc chữa. Động chậm vùng miền,1,0,1,vihsd
Em chuẩn bị học sinh TB để đón tết tây tết ta luôn rồi =)),0,0,0,vihsd
Bắc kỳ cũng là người vn mà nó chửi như có sách con này k bỏ qua cho nó được,1,0,1,vihsd
Trịnh Nam Long sống nước này nước kia. Nhưng quốc tịch VN. Người VN ko lẻ bỏ cho chết trên đất khách à. Lỡ như người đó là con cái hay vợ của bạn thì như thế nào.,0,0,0,vihsd
Thích nghe chị này  nói chuyện hay,0,0,0,vihsd
Nguyễn Trung Tuấn thôiii:v để dành,0,0,0,vihsd
Chuẩn người miền tây thật thà chất phát,0,0,0,vihsd
T bị chủ tiệm hớt lố tay 🙂,0,0,0,vihsd
Hót girl chỗ nào vậy mn,0,0,0,vihsd
Bài này là thằng Phèo nó hiếp con Mị mà con Mị tưởng là Lão Hạc nên là dìm chết Lão Hạc xuống sông Hương chị em Liên từ xa thấy kêu cứu và A Phủ lấy chiếc thuyền ngoài xa qua cứu Lão Hạc rồi Xuân Tóc đỏ từ xa thấy con Mị như vậy nên thương Mị lấy Mị về làm vợ,0,0,0,vihsd
"Có 2 cảm xúc, face lag thật rồi :))",0,0,0,vihsd
Tăng liên tục zợ,0,0,0,vihsd
Chị gặp con linh lóc chi đánh cho nó te tua ra nhé,1,0,1,vihsd
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",1,0,1,vihsd
From Bắc kạn with love. Chúc anh độ nghỉ lễ vv nhá!,0,0,0,vihsd
Bả không biết người ta mà bả chửi như đúng rồi dị á. Mãi mãi fan cô hiếu,0,0,0,vihsd
Một thời chinh chiến đủ loại Thanh Hà,0,0,0,vihsd
"nude tiger :)) haha tiên tri vũ trụ , kiêm Cố vấn  số 1 hoa kỳ",0,0,0,vihsd
Võ Thị Quỳnh em đầu thai c ơi. Hahhha,0,0,0,vihsd
"Buồn quá,k biết mấy cái tượng nghìn tỷ có bị ngập nc k nữa.",0,0,0,vihsd
"năm 72, 28 triệu bằng 28 tỉ bây giờ",0,0,0,vihsd
Quỳnh Nhe,0,0,0,vihsd
oke thầy,0,0,0,vihsd
mào Phạm Quốc phạt cho ăn khoai vào,0,0,0,vihsd
"giờ đi xklđ cũng phải đóng bhxh nha, đảng ta tốt bụng lắm, lo cả cho lao động ở nước ngoài, đkm :v",1,0,1,vihsd
Giày hàng hiệu của anh độ chất hơn :)),0,0,0,vihsd
khó nghe,0,0,0,vihsd
Oke Bây Bê,0,0,0,vihsd
- hơi ngược sáng nhưng mà không sao =))),0,0,0,vihsd
Con ông zời đi nữa đã có lệnh cách ly thì phải theo,0,0,0,vihsd
Vực kì hợp lí và đầy thuyết phục,0,0,0,vihsd
Trường hợp này nên tử hình,0,0,0,vihsd
dàn pc này sau này cũng là của t ngu gì mà đập,0,0,0,vihsd
Link :))),0,0,0,vihsd
Trần Quốc Duy chấp nhận sự thặc rồi nhe kk,0,0,0,vihsd
K có chuyên gì nói thì call nhau rồi nhìn nhau thế là vui rồi 🤣 . Đơn giản vll 🤪,0,0,0,vihsd
Nói chug là tạm.. k hút bằg mấy bài trước,0,0,0,vihsd
"Tùng sói nghiện mèo Tom , còn bạn Hiền teo nghiện Mì Tom😝😝",0,0,0,vihsd
thương anh 🤣🤣🤣,0,0,0,vihsd
vì vậy các bạn cứ ở ngoài đó nha. đừng có vô trong Nam này làm gì. hít bụi mịn như hít cỏ Mỹ vậy đó. hèn chi phát phát biểu ra là biết ở đâu liền ah !!! 🤣🤣🤣,1,0,1,vihsd
Nguyễn Bá Nhân Wu Shing Zu Phạm Bùi Thành Được sạch sẽ dùm chị,0,0,0,vihsd
Abe mua áo như này là chet con di me sela rồi =)),1,0,0,vihsd
Một triệu lai😗❤️,0,0,0,vihsd
"Nhà mặt tiền cái l*n, mặt l*n thì có",1,0,0,vihsd
Nhưng kế hoạch của Nhims vẫn đang thực hiện,0,0,0,vihsd
"Vả vô cái mỏ loz mày bây giờ, thứ học sinh trời đánh",1,0,1,vihsd
Mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não =))),1,0,1,vihsd
làm mẹ thêm làn đường ô tô trên cao chả ngon giải quyết đc nạn tắc đương làm đường sắt làm gì thế,0,0,0,vihsd
Hiền Nguyễn chỉ có người mua lầm chứ người bán rất ít khi lầm,0,0,0,vihsd
Đm người ta ở tù mà bản mặt thằng phía sau cười như trẩy hội vại á,1,0,1,vihsd
Oke anh trung,0,0,0,vihsd
Haha A Lân hiểu tâm lý Fan của Dần Ca quá ... Toàn hỏi những gì tụi em muốn hỏi =))),0,0,0,vihsd
Lương 7-8tr mà ăn mì khổ thế anh :))))) có sương sương con cua hoàng đế thôi à :)))),0,0,0,vihsd
Thanh Bình ít nhất k có cái suy nghĩ chơi vs bêđê :)),0,0,0,vihsd
Ai lớp du chu cà mo...hông ai làm lợi cô tao,0,0,0,vihsd
Con trâu xanh cái mặt như cái lồn họ:D,1,0,1,vihsd
"Cắn ko đúng định hướng,ko đủ số lượng là nó đuổi chứ ko phải lấy 3 củ của nó mà dễ đâu mấy ông phản động ơi",1,0,1,vihsd
